benchmark,type,key,value
gemm,futil-sh-sc,lut,503
gemm,futil-sh-sc,dsp,3
gemm,futil-sh-sc,registers,45
gemm,futil-sh-sc,muxes,44
gemm,futil-sh-sc,clb_registers,310
gemm,futil-sh-sc,carry8,6
gemm,futil-sh-sc,f7_muxes,0
gemm,futil-sh-sc,f8_muxes,0
gemm,futil-sh-sc,f9_muxes,0
gemm,futil-sh-sc,clb,819
gemm,futil-sh-sc,meet_timing,1
gemm,futil-sh-sc,worst_slack,3.687
gemm,futil-sh-sc,period,7.0
gemm,futil-sh-sc,frequency,142.857
gemm,futil-sh-sc,uram,-1
gemm,futil-sh-sc,cell_lut1,10
gemm,futil-sh-sc,cell_lut2,68
gemm,futil-sh-sc,cell_lut3,79
gemm,futil-sh-sc,cell_lut4,42
gemm,futil-sh-sc,cell_lut5,158
gemm,futil-sh-sc,cell_lut6,141
gemm,futil-sh-sc,cell_fdre,310
trmm,futil-sh-sc,lut,260
trmm,futil-sh-sc,dsp,3
trmm,futil-sh-sc,registers,33
trmm,futil-sh-sc,muxes,29
trmm,futil-sh-sc,clb_registers,150
trmm,futil-sh-sc,carry8,6
trmm,futil-sh-sc,f7_muxes,0
trmm,futil-sh-sc,f8_muxes,0
trmm,futil-sh-sc,f9_muxes,0
trmm,futil-sh-sc,clb,416
trmm,futil-sh-sc,meet_timing,1
trmm,futil-sh-sc,worst_slack,4.221
trmm,futil-sh-sc,period,7.0
trmm,futil-sh-sc,frequency,142.857
trmm,futil-sh-sc,uram,-1
trmm,futil-sh-sc,cell_lut1,1
trmm,futil-sh-sc,cell_lut2,67
trmm,futil-sh-sc,cell_lut3,47
trmm,futil-sh-sc,cell_lut4,111
trmm,futil-sh-sc,cell_lut5,56
trmm,futil-sh-sc,cell_lut6,56
trmm,futil-sh-sc,cell_fdre,150
3mm,futil-sh-sc,lut,541
3mm,futil-sh-sc,dsp,3
3mm,futil-sh-sc,registers,37
3mm,futil-sh-sc,muxes,53
3mm,futil-sh-sc,clb_registers,171
3mm,futil-sh-sc,carry8,6
3mm,futil-sh-sc,f7_muxes,0
3mm,futil-sh-sc,f8_muxes,0
3mm,futil-sh-sc,f9_muxes,0
3mm,futil-sh-sc,clb,718
3mm,futil-sh-sc,meet_timing,1
3mm,futil-sh-sc,worst_slack,3.401
3mm,futil-sh-sc,period,7.0
3mm,futil-sh-sc,frequency,142.857
3mm,futil-sh-sc,uram,-1
3mm,futil-sh-sc,cell_lut1,17
3mm,futil-sh-sc,cell_lut2,198
3mm,futil-sh-sc,cell_lut3,79
3mm,futil-sh-sc,cell_lut4,87
3mm,futil-sh-sc,cell_lut5,97
3mm,futil-sh-sc,cell_lut6,245
3mm,futil-sh-sc,cell_fdre,171
mvt,futil-sh-sc,lut,642
mvt,futil-sh-sc,dsp,3
mvt,futil-sh-sc,registers,47
mvt,futil-sh-sc,muxes,55
