benchmark,type,key,value
gemm,futil-sh,lut,506
gemm,futil-sh,dsp,3
gemm,futil-sh,registers,45
gemm,futil-sh,muxes,44
gemm,futil-sh,clb_registers,311
gemm,futil-sh,carry8,6
gemm,futil-sh,f7_muxes,0
gemm,futil-sh,f8_muxes,0
gemm,futil-sh,f9_muxes,0
gemm,futil-sh,clb,823
gemm,futil-sh,meet_timing,1
gemm,futil-sh,worst_slack,3.575
gemm,futil-sh,period,7.0
gemm,futil-sh,frequency,142.857
gemm,futil-sh,uram,-1
gemm,futil-sh,cell_lut1,12
gemm,futil-sh,cell_lut2,83
gemm,futil-sh,cell_lut3,128
gemm,futil-sh,cell_lut4,38
gemm,futil-sh,cell_lut5,139
gemm,futil-sh,cell_lut6,126
gemm,futil-sh,cell_fdre,311
trmm,futil-sh,lut,270
trmm,futil-sh,dsp,3
trmm,futil-sh,registers,33
trmm,futil-sh,muxes,29
trmm,futil-sh,clb_registers,150
trmm,futil-sh,carry8,6
trmm,futil-sh,f7_muxes,0
trmm,futil-sh,f8_muxes,0
trmm,futil-sh,f9_muxes,0
trmm,futil-sh,clb,426
trmm,futil-sh,meet_timing,1
trmm,futil-sh,worst_slack,4.221
trmm,futil-sh,period,7.0
trmm,futil-sh,frequency,142.857
trmm,futil-sh,uram,-1
trmm,futil-sh,cell_lut1,-1
trmm,futil-sh,cell_lut2,70
trmm,futil-sh,cell_lut3,44
trmm,futil-sh,cell_lut4,108
trmm,futil-sh,cell_lut5,21
trmm,futil-sh,cell_lut6,104
trmm,futil-sh,cell_fdre,150
3mm,futil-sh,lut,532
3mm,futil-sh,dsp,3
3mm,futil-sh,registers,37
3mm,futil-sh,muxes,53
3mm,futil-sh,clb_registers,172
3mm,futil-sh,carry8,6
3mm,futil-sh,f7_muxes,0
3mm,futil-sh,f8_muxes,0
3mm,futil-sh,f9_muxes,0
3mm,futil-sh,clb,710
3mm,futil-sh,meet_timing,1
3mm,futil-sh,worst_slack,3.168
3mm,futil-sh,period,7.0
3mm,futil-sh,frequency,142.857
3mm,futil-sh,uram,-1
3mm,futil-sh,cell_lut1,8
3mm,futil-sh,cell_lut2,269
3mm,futil-sh,cell_lut3,69
3mm,futil-sh,cell_lut4,85
3mm,futil-sh,cell_lut5,57
3mm,futil-sh,cell_lut6,231
3mm,futil-sh,cell_fdre,172
mvt,futil-sh,lut,635
mvt,futil-sh,dsp,3
mvt,futil-sh,registers,47
mvt,futil-sh,muxes,55
mvt,futil-sh,clb_registers,334
mvt,futil-sh,carry8,6
mvt,futil-sh,f7_muxes,0
mvt,futil-sh,f8_muxes,0
mvt,futil-sh,f9_muxes,0
mvt,futil-sh,clb,975
mvt,futil-sh,meet_timing,1
mvt,futil-sh,worst_slack,3.699
mvt,futil-sh,period,7.0
mvt,futil-sh,frequency,142.857
mvt,futil-sh,uram,-1
mvt,futil-sh,cell_lut1,12
mvt,futil-sh,cell_lut2,132
mvt,futil-sh,cell_lut3,165
mvt,futil-sh,cell_lut4,82
mvt,futil-sh,cell_lut5,180
mvt,futil-sh,cell_lut6,140
mvt,futil-sh,cell_fdre,334
lu,futil-sh,lut,458
lu,futil-sh,dsp,3
lu,futil-sh,registers,43
lu,futil-sh,muxes,35
lu,futil-sh,clb_registers,342
lu,futil-sh,carry8,14
lu,futil-sh,f7_muxes,0
lu,futil-sh,f8_muxes,0
lu,futil-sh,f9_muxes,0
lu,futil-sh,clb,814
lu,futil-sh,meet_timing,1
lu,futil-sh,worst_slack,4.092
lu,futil-sh,period,7.0
lu,futil-sh,frequency,142.857
lu,futil-sh,uram,-1
lu,futil-sh,cell_lut1,2
lu,futil-sh,cell_lut2,170
lu,futil-sh,cell_lut3,91
lu,futil-sh,cell_lut4,135
lu,futil-sh,cell_lut5,42
lu,futil-sh,cell_lut6,161
lu,futil-sh,cell_fdre,341
doitgen,futil-sh,lut,352
doitgen,futil-sh,dsp,3
doitgen,futil-sh,registers,31
doitgen,futil-sh,muxes,34
doitgen,futil-sh,clb_registers,150
doitgen,futil-sh,carry8,8
doitgen,futil-sh,f7_muxes,0
doitgen,futil-sh,f8_muxes,0
doitgen,futil-sh,f9_muxes,0
doitgen,futil-sh,clb,510
doitgen,futil-sh,meet_timing,1
doitgen,futil-sh,worst_slack,3.493
doitgen,futil-sh,period,7.0
doitgen,futil-sh,frequency,142.857
doitgen,futil-sh,uram,-1
doitgen,futil-sh,cell_lut1,6
doitgen,futil-sh,cell_lut2,73
doitgen,futil-sh,cell_lut3,67
doitgen,futil-sh,cell_lut4,59
doitgen,futil-sh,cell_lut5,73
doitgen,futil-sh,cell_lut6,152
doitgen,futil-sh,cell_fdre,150
syrk,futil-sh,lut,511
syrk,futil-sh,dsp,3
syrk,futil-sh,registers,37
syrk,futil-sh,muxes,41
syrk,futil-sh,clb_registers,189
syrk,futil-sh,carry8,6
syrk,futil-sh,f7_muxes,0
syrk,futil-sh,f8_muxes,0
syrk,futil-sh,f9_muxes,0
syrk,futil-sh,clb,706
syrk,futil-sh,meet_timing,1
syrk,futil-sh,worst_slack,3.473
syrk,futil-sh,period,7.0
syrk,futil-sh,frequency,142.857
syrk,futil-sh,uram,-1
syrk,futil-sh,cell_lut1,1
syrk,futil-sh,cell_lut2,66
syrk,futil-sh,cell_lut3,20
syrk,futil-sh,cell_lut4,117
syrk,futil-sh,cell_lut5,117
syrk,futil-sh,cell_lut6,214
syrk,futil-sh,cell_fdre,189
ludcmp,futil-sh,lut,743
ludcmp,futil-sh,dsp,3
ludcmp,futil-sh,registers,57
ludcmp,futil-sh,muxes,76
ludcmp,futil-sh,clb_registers,353
ludcmp,futil-sh,carry8,16
ludcmp,futil-sh,f7_muxes,0
ludcmp,futil-sh,f8_muxes,0
ludcmp,futil-sh,f9_muxes,0
ludcmp,futil-sh,clb,1112
ludcmp,futil-sh,meet_timing,1
ludcmp,futil-sh,worst_slack,3.244
ludcmp,futil-sh,period,7.0
ludcmp,futil-sh,frequency,142.857
ludcmp,futil-sh,uram,-1
ludcmp,futil-sh,cell_lut1,34
ludcmp,futil-sh,cell_lut2,251
ludcmp,futil-sh,cell_lut3,130
ludcmp,futil-sh,cell_lut4,180
ludcmp,futil-sh,cell_lut5,203
ludcmp,futil-sh,cell_lut6,215
ludcmp,futil-sh,cell_fdre,352
durbin,futil-sh,lut,694
durbin,futil-sh,dsp,3
durbin,futil-sh,registers,49
durbin,futil-sh,muxes,47
durbin,futil-sh,clb_registers,372
durbin,futil-sh,carry8,20
durbin,futil-sh,f7_muxes,0
durbin,futil-sh,f8_muxes,0
durbin,futil-sh,f9_muxes,0
durbin,futil-sh,clb,1086
durbin,futil-sh,meet_timing,1
durbin,futil-sh,worst_slack,3.099
durbin,futil-sh,period,7.0
durbin,futil-sh,frequency,142.857
durbin,futil-sh,uram,-1
durbin,futil-sh,cell_lut1,2
durbin,futil-sh,cell_lut2,108
durbin,futil-sh,cell_lut3,102
durbin,futil-sh,cell_lut4,203
durbin,futil-sh,cell_lut5,147
durbin,futil-sh,cell_lut6,264
durbin,futil-sh,cell_fdre,371
symm,futil-sh,lut,512
symm,futil-sh,dsp,3
symm,futil-sh,registers,39
symm,futil-sh,muxes,44
symm,futil-sh,clb_registers,246
symm,futil-sh,carry8,18
symm,futil-sh,f7_muxes,0
symm,futil-sh,f8_muxes,0
symm,futil-sh,f9_muxes,0
symm,futil-sh,clb,776
symm,futil-sh,meet_timing,1
symm,futil-sh,worst_slack,3.977
symm,futil-sh,period,7.0
symm,futil-sh,frequency,142.857
symm,futil-sh,uram,-1
symm,futil-sh,cell_lut1,3
symm,futil-sh,cell_lut2,95
symm,futil-sh,cell_lut3,63
symm,futil-sh,cell_lut4,131
symm,futil-sh,cell_lut5,67
symm,futil-sh,cell_lut6,256
symm,futil-sh,cell_fdre,246
bicg,futil-sh,lut,279
bicg,futil-sh,dsp,3
bicg,futil-sh,registers,29
bicg,futil-sh,muxes,33
bicg,futil-sh,clb_registers,209
bicg,futil-sh,carry8,8
bicg,futil-sh,f7_muxes,0
bicg,futil-sh,f8_muxes,0
bicg,futil-sh,f9_muxes,0
bicg,futil-sh,clb,496
bicg,futil-sh,meet_timing,1
bicg,futil-sh,worst_slack,4.002
bicg,futil-sh,period,7.0
bicg,futil-sh,frequency,142.857
bicg,futil-sh,uram,-1
bicg,futil-sh,cell_lut1,1
bicg,futil-sh,cell_lut2,68
bicg,futil-sh,cell_lut3,75
bicg,futil-sh,cell_lut4,54
bicg,futil-sh,cell_lut5,122
bicg,futil-sh,cell_lut6,74
bicg,futil-sh,cell_fdre,209
trisolv,futil-sh,lut,370
trisolv,futil-sh,dsp,3
trisolv,futil-sh,registers,33
trisolv,futil-sh,muxes,29
trisolv,futil-sh,clb_registers,300
trisolv,futil-sh,carry8,10
trisolv,futil-sh,f7_muxes,0
trisolv,futil-sh,f8_muxes,0
trisolv,futil-sh,f9_muxes,0
trisolv,futil-sh,clb,680
trisolv,futil-sh,meet_timing,1
trisolv,futil-sh,worst_slack,4.195
trisolv,futil-sh,period,7.0
trisolv,futil-sh,frequency,142.857
trisolv,futil-sh,uram,-1
trisolv,futil-sh,cell_lut1,3
trisolv,futil-sh,cell_lut2,139
trisolv,futil-sh,cell_lut3,70
trisolv,futil-sh,cell_lut4,120
trisolv,futil-sh,cell_lut5,64
trisolv,futil-sh,cell_lut6,112
trisolv,futil-sh,cell_fdre,299
gemver,futil-sh,lut,1388
gemver,futil-sh,dsp,3
gemver,futil-sh,registers,75
gemver,futil-sh,muxes,86
gemver,futil-sh,clb_registers,650
gemver,futil-sh,carry8,6
gemver,futil-sh,f7_muxes,0
gemver,futil-sh,f8_muxes,0
gemver,futil-sh,f9_muxes,0
gemver,futil-sh,clb,2044
gemver,futil-sh,meet_timing,1
gemver,futil-sh,worst_slack,2.663
gemver,futil-sh,period,7.0
gemver,futil-sh,frequency,142.857
gemver,futil-sh,uram,-1
gemver,futil-sh,cell_lut1,1
gemver,futil-sh,cell_lut2,366
gemver,futil-sh,cell_lut3,156
