benchmark,type,key,value
gemm,futil-sh,latency,9147
trmm,futil-sh,latency,5828
3mm,futil-sh,latency,17523
mvt,futil-sh,latency,1764
lu,futil-sh,latency,3560
doitgen,futil-sh,latency,48849
syrk,futil-sh,latency,12691
ludcmp,futil-sh,latency,4472
durbin,futil-sh,latency,944
symm,futil-sh,latency,10005
bicg,futil-sh,latency,1002
trisolv,futil-sh,latency,493
gemver,futil-sh,latency,3382
2mm,futil-sh,latency,15812
syr2k,futil-sh,latency,17911
atax,futil-sh,latency,1971
cholesky,futil-sh,latency,2751
gesummv,futil-sh,latency,2051
gramschmidt,futil-sh,latency,18079
